1628379398126690304.000,10.000,10.000,1.000
1628379398126772480.000,0.004,0.048,-0.042
1628379418244954624.000,0.004,0.020,-0.022
1628379438289066496.000,0.004,0.052,-0.031
1628379458326589696.000,0.004,0.026,-0.033
1628379478371420928.000,0.003,0.020,-0.018
1628379498407888640.000,0.004,0.022,-0.021
1628379518444109824.000,0.004,0.019,-0.022
1628379538475071744.000,0.003,0.018,-0.018
1628379558519927040.000,0.003,0.019,-0.019
1628379578569286656.000,0.004,0.021,-0.021
1628379598609320704.000,0.004,0.020,-0.020
1628379618641528832.000,0.006,0.031,-0.032
